order_id,customer_id,order_date,order_value,category,discount_pct,payment_method,is_first_time_buyer,customer_past_orders,customer_past_return_rate,delivery_pincode_tier,size_variant_flag,days_to_deliver,time_of_day_ordered,_latent_propensity,p_return_true,returned
1033ce36-0b49-4b0c-af10-3dc2c9561675,fa6a8767-7e2a-4113-bdf9-a05ed044b7d7,2025-10-26,660.17,fashion,0.457,UPI,1,0,,tier2,1,5,evening,0.1965713354260339,0.6744,1
74af1c20-8f56-46f6-bdef-fbd9e317b9e2,e46f6f26-c239-4aa1-9c65-1209e9e43c60,2025-10-27,250.0,beauty,0.442,COD,1,0,,metro,1,4,afternoon,0.24597285000833133,0.7219,1
4b559519-2f75-4eed-8630-862cb43ee376,ac46d877-8423-49a6-902f-7054e0aa8316,2025-05-18,3815.33,beauty,0.251,COD,1,0,,metro,1,5,afternoon,0.05573145024510638,0.3782,0
b3a85651-695f-4025-b72c-0e35f9d8d7ff,5a0bd207-df7a-41c3-8a83-1274a9efee90,2025-02-03,1167.26,electronics,0.106,UPI,1,0,,tier3,0,6,evening,0.025007063694987345,0.1127,0
4587565e-db09-4535-8a6f-243527147664,fd281fbb-79c1-45b3-9e12-038f990994d1,2025-02-23,1429.91,fashion,0.281,UPI,1,0,,metro,1,2,afternoon,0.11826527161057414,0.2368,1
109c45df-65fb-4f22-bb48-4d21753ac647,75eeaa53-7844-43df-bc21-e13cd628ffb7,2025-06-16,250.0,fashion,0.463,COD,1,0,,metro,1,2,afternoon,0.20763912883986363,0.7522,0
935cc1e7-118b-4ff4-aa79-426ebf66ecb5,87699cd8-cca3-418f-9a3e-144a0cbaca68,2025-05-20,488.28,grocery,0.274,COD,1,0,,metro,0,2,evening,0.05655306904883348,0.3334,0
0433efea-cbbf-44da-8f30-7df710ce9218,937f81a2-0c57-467d-869e-aaae2412816a,2025-04-23,250.0,electronics,0.045,UPI,1,0,,metro,0,7,evening,0.2365731909103324,0.0727,0
ea98bad4-246b-4038-8c94-e4d1c423bd77,cd41d912-6dd3-48f5-8321-ab579b72c57a,2025-04-22,1294.33,grocery,0.607,UPI,1,0,,tier2,0,2,evening,0.1561219227039281,0.058,0
55cb0b4c-4a4d-4576-869d-abefa4f175d4,54179b75-2c75-4ee9-90ff-b2d3cf2eeccf,2025-03-30,2385.45,home,0.154,card,1,0,,tier2,0,2,morning,0.13620156896909216,0.1213,1
1e0fc36d-a3c7-4952-b104-9582b4ef686d,3f888151-69ed-4006-b5f2-68afced6201b,2025-07-16,13706.38,home,0.357,UPI,1,0,,tier2,0,4,afternoon,0.10820090543681238,0.0633,0
5ca82a91-54bd-4562-b82a-f8cb57068f9d,ade38847-ed43-40bb-86a7-c04000915ee5,2025-06-30,1324.98,home,0.082,netbanking,1,0,,metro,0,2,evening,0.14720873128711998,0.1624,1
80aec48f-c091-44f2-ae7b-c4b903e58cb9,3f888151-69ed-4006-b5f2-68afced6201b,2025-09-16,922.04,home,0.416,UPI,0,1,0.119,metro,0,2,morning,0.10820090543681238,0.1285,0
1587ac55-94d6-4d61-a023-29801f038ca8,f798ef7e-e2a3-4c54-b902-894eaf540d62,2025-01-11,4892.5,fashion,0.29,COD,1,0,,metro,1,7,evening,0.21199326223067969,0.5109,0
93594803-3866-4d60-80fe-6756cd65dc0d,e337d2a3-6032-4e1f-8ce4-a81121aa131e,2025-09-11,1433.27,fashion,0.312,UPI,1,0,,tier2,1,5,evening,0.2771725532528444,0.5692,1
e7682a39-5431-4c59-bb85-b239a3f2e990,88b88e03-c936-4c7f-ba2d-52cf64525090,2025-06-07,3033.87,fashion,0.363,UPI,1,0,,tier2,1,3,evening,0.20459557629689876,0.4463,0
4b225ec3-2bcf-45d1-abc7-8a27f7775e85,f91b87e4-35a7-481d-96ba-a679feba54f3,2025-02-25,20000.0,electronics,0.143,COD,1,0,,tier3,0,3,evening,0.05881659853496958,0.0195,0
1b1bb7d6-1d54-4a07-8a43-fc3082df654a,2171476c-3a28-4828-9aca-aed26cbdedc5,2025-10-16,250.0,home,0.37,COD,1,0,,tier3,0,3,night,0.7296899354667504,0.5677,0
e027d10a-7bac-4f1f-b834-a61ffd032a10,dcc320e0-51d7-4f5a-b1cf-f774f3ea235f,2025-03-23,10953.53,beauty,0.145,UPI,1,0,,metro,0,5,morning,0.08097222048102413,0.0525,0
e2522377-807d-4cb3-b28a-9968fdf62a5d,f7243914-f259-4b3f-b4da-cc523ff04815,2025-06-12,1447.4,fashion,0.33,UPI,1,0,,tier2,1,2,afternoon,0.2798863894924076,0.5302,1
44e823a2-17aa-44e9-8f27-01cc570bf639,b3f33ef6-3953-4fa2-b5c0-493473e40312,2025-05-15,250.0,electronics,0.186,UPI,1,0,,metro,0,7,morning,0.24874291058771908,0.1844,0
9b6cd3e3-6d3c-4616-8526-6dcd6148ef34,31fb899b-f8d2-414f-90c0-6743b2dbc9b3,2025-06-05,3965.8,fashion,0.357,UPI,1,0,,tier2,0,5,evening,0.3358319706571889,0.3055,0
f63499ba-f865-4a20-9d37-f2720c8a0d33,c74291cc-50dd-48a2-918a-2263305eb957,2025-03-04,726.5,fashion,0.397,card,1,0,,tier2,1,4,morning,0.2897378778415542,0.4424,0
a7aecd62-03d1-44eb-863b-5250596b1eed,b23d847d-997a-4928-9b10-f50e4fa93ba9,2025-03-19,441.57,fashion,0.154,COD,1,0,,tier3,1,5,night,0.22452854262691951,0.5224,1
72a73555-963f-430f-8e0d-fca1c8aaafb0,f87f5cec-4cc7-4356-8a1b-5e82f142a0e0,2025-05-10,250.0,fashion,0.335,COD,1,0,,tier3,1,4,night,0.2242312963277271,0.6952,1
df8dba1f-d4d7-4336-8b7e-c8893fa253d0,50dc3803-1af4-4a0a-8917-ca0e73db20ad,2025-04-16,1184.8,grocery,0.422,COD,1,0,,tier3,0,4,evening,0.3098477304837669,0.408,1
b0cd93cf-6f2b-496c-8029-663783196976,33400ab9-e13d-4a05-8847-17a4d6026168,2025-05-20,1683.84,electronics,0.63,UPI,1,0,,tier2,0,7,afternoon,0.12288201183791768,0.1244,0
8c266c7b-48c4-462b-8680-40410a37de0c,1430da84-3676-4e2f-a20c-58786ed1d466,2025-09-23,1125.91,fashion,0.206,card,1,0,,metro,1,3,evening,0.22121655786542901,0.3497,0
f8737575-9023-4686-a219-5e7621b221d4,cc825a9c-6ef8-48bc-90ca-0bc2af6a4e40,2025-05-24,11797.36,home,0.108,card,1,0,,tier2,0,6,afternoon,0.27966983742156076,0.0435,0
0b6fe8b9-4431-46a7-80db-378881a73134,9cfbe601-0322-4c7f-a8fc-089374a870d3,2025-04-29,1516.31,fashion,0.457,netbanking,1,0,,tier3,1,3,evening,0.2677657562695904,0.6515,0
a727c88b-ce4f-4676-949a-dddd3c6e16fc,e337d2a3-6032-4e1f-8ce4-a81121aa131e,2025-08-15,1501.44,electronics,0.066,netbanking,0,1,0.284,tier2,0,3,evening,0.2771725532528444,0.0193,0
f9ce9849-4c48-4e29-9313-ff92c0d8fe18,b6da0c58-e09f-4c64-b488-90dde3c22bf1,2025-03-29,441.55,fashion,0.21,UPI,1,0,,metro,1,1,afternoon,0.06852796151158619,0.1252,0
db09ce44-1641-479f-a059-3de9cc096874,04b89a3b-d082-4664-972e-b40c6268b46d,2025-02-26,1510.75,electronics,0.236,card,1,0,,tier2,0,1,evening,0.24939791763606534,0.0864,0
5b55ec6f-dd8a-483d-8b68-15e6e70ee271,93d11106-41d0-4c5d-ac79-1d9d6f90bcbf,2025-02-03,3639.32,fashion,0.232,netbanking,1,0,,tier3,0,4,night,0.052918216172000036,0.2679,0
c7b83cdd-2265-4c4a-8a28-d22fbcbb3d6b,8c999c97-976e-46cb-af9a-8058b87fe589,2025-05-01,898.37,fashion,0.185,COD,1,0,,tier3,1,6,evening,0.34116143905998736,0.8873,1
c9a9c3be-a576-4ef9-b7cf-b5d7ffa1f683,76e3ab4e-0d33-4910-81b9-f0f04685b7d6,2025-05-02,20000.0,beauty,0.75,card,1,0,,tier3,0,5,evening,0.06842336486313001,0.025,0
86a4b4d9-0489-46fc-8bd1-ae830a546dd9,4599a51c-2008-4079-839d-ecfc8f342f0e,2025-06-20,2228.88,beauty,0.325,card,1,0,,metro,0,9,evening,0.18723773115835693,0.1303,0
486b5b8f-932a-4ebc-8ecb-c7bf38341610,6789065a-34d8-4edc-ac86-5b28ecb59411,2025-01-25,951.2,fashion,0.329,card,1,0,,tier2,1,4,evening,0.23983923810393037,0.4945,0
246df988-b555-451b-9c98-3a6e6c1d926d,a539cfde-3926-498d-8b11-8bd068d970d3,2025-05-27,865.9,beauty,0.286,COD,1,0,,tier2,0,4,night,0.4117868133302571,0.7509,1
acd1b767-5f17-471d-a5b9-6a97ff937f46,61e68552-c2ac-46ab-b349-d5252a071eca,2025-10-05,1064.89,grocery,0.544,UPI,1,0,,tier2,0,3,night,0.1913603605753747,0.1485,0
68be3abe-199d-4d23-a962-0801022864a7,9c227d96-5b36-48ba-a156-acdb775ef507,2025-03-22,5132.06,fashion,0.187,card,1,0,,metro,0,2,evening,0.17228835136124024,0.1589,0
35e3c19b-fd0b-4ebc-a743-b1b5da7825bd,36d6b08a-5436-4a2f-83c2-120975d4be7f,2025-04-15,3299.77,fashion,0.175,UPI,1,0,,tier2,0,2,night,0.04915448350944119,0.3964,0
b97a08aa-0fc9-40d9-bb54-2e44d80344bf,7fcf9fd9-1923-484a-922c-09c4375a580f,2025-01-17,250.0,fashion,0.093,COD,1,0,,tier3,1,4,afternoon,0.44930858167455523,0.8139,1
270ae5f9-5de4-4266-83a9-c4fbcface728,48242df6-6544-46ca-8243-b23028d6d805,2025-10-21,432.14,grocery,0.101,COD,1,0,,tier3,0,4,afternoon,0.1548544510371693,0.2069,0
0f9e3eb9-72d6-46d3-a45f-4cf9afd9fe65,9624258c-4f43-4c23-8a52-ae3657722b57,2025-09-07,609.24,beauty,0.204,UPI,1,0,,tier2,0,2,night,0.4134664929263236,0.1162,1
a5ce0c94-2f19-4451-bcaa-81bc797ae79e,6c361c11-ca46-4858-84ff-ccace7f3ec03,2025-01-20,1761.07,electronics,0.461,card,1,0,,metro,0,5,evening,0.17298841463602524,0.1367,0
78e03ce4-7c36-44d8-8eac-554a4f60e39b,3d51b281-7585-4d43-aefd-40a803a1bf4f,2025-09-23,563.1,fashion,0.389,COD,1,0,,metro,1,3,evening,0.24645297721478737,0.7915,1
b12565a7-485c-4586-9a2b-d466951ac2a7,7f892973-babf-4935-bab7-187b59d8b023,2025-02-07,646.19,fashion,0.246,card,1,0,,metro,1,5,afternoon,0.2434169799043869,0.2505,0
366bc83a-a182-4ac0-9ae7-d5642bbb9015,27ee70da-889d-4738-ab0e-9f0da960fec1,2025-04-05,15697.32,fashion,0.157,COD,1,0,,tier3,1,6,afternoon,0.32492766544731544,0.3788,0
a8ca8aa8-4a60-4994-9175-1e84d1c90d8a,df765bcf-110d-40b7-a135-a7fe2ee8e54c,2025-01-25,1334.87,electronics,0.113,UPI,1,0,,metro,0,2,afternoon,0.17068626302318904,0.0746,0
552f08c3-2bdc-41ac-a2f3-fc2434a22ee8,097d0365-0675-4666-b7c8-994ae68ef3f8,2025-10-07,418.43,beauty,0.234,netbanking,1,0,,metro,0,8,morning,0.30768308227881586,0.2053,0
637052ec-bbcd-44a5-a9f5-cd12515a2764,c098bafa-20a7-4c6c-9fce-d433c8e83be7,2025-04-18,821.05,fashion,0.061,COD,1,0,,metro,1,1,evening,0.27580452681496,0.4322,0
1680ef2a-2717-4dfd-919f-8e2c417508d0,6741beec-5e04-4bdd-9202-60c1031010f8,2025-07-12,499.74,electronics,0.205,COD,1,0,,metro,0,2,morning,0.20115272590154482,0.303,0
4f846514-71f5-4072-9dce-c406ad8ba451,7c4561a1-0fb1-4641-bf3c-02486cc5d63f,2025-01-03,1334.31,fashion,0.52,COD,1,0,,tier2,1,3,afternoon,0.33399605777104996,0.8421,1
d8759fdc-3599-4059-9c04-9368f15dab69,3ae5d8e2-1cd9-49fe-a877-331f08d4c8e0,2025-01-29,11438.42,beauty,0.277,UPI,1,0,,metro,0,3,night,0.22359865383939137,0.0221,0
39a8efe3-1f05-4075-8234-01c397ea8795,dd1d4990-d4e5-4687-bd01-cb6b03a151bf,2025-09-28,2145.0,fashion,0.444,UPI,1,0,,metro,1,3,afternoon,0.0920841435969077,0.4735,0
